input_file,base_file,temp,shifts,time_step,mineral,multiplier
job810_Alkali-feldspar_100.pqi,Beerling_Clean_V3.pqi,10,350,450928.298,Alkali-feldspar,100
job811_Montmorillonite_0.01.pqi,Beerling_Clean_V3.pqi,10,350,450928.298,Montmorillonite,0.01
job812_Montmorillonite_0.1.pqi,Beerling_Clean_V3.pqi,10,350,450928.298,Montmorillonite,0.1
job813_Montmorillonite_1.pqi,Beerling_Clean_V3.pqi,10,350,450928.298,Montmorillonite,1
job814_Montmorillonite_10.pqi,Beerling_Clean_V3.pqi,10,350,450928.298,Montmorillonite,10
job815_Montmorillonite_100.pqi,Beerling_Clean_V3.pqi,10,350,450928.298,Montmorillonite,100
job816_Ilmenite_0.01.pqi,Beerling_Clean_V3.pqi,10,350,450928.298,Ilmenite,0.01
job817_Ilmenite_0.1.pqi,Beerling_Clean_V3.pqi,10,350,450928.298,Ilmenite,0.1
job818_Ilmenite_1.pqi,Beerling_Clean_V3.pqi,10,350,450928.298,Ilmenite,1
job819_Ilmenite_10.pqi,Beerling_Clean_V3.pqi,10,350,450928.298,Ilmenite,10
job820_Ilmenite_100.pqi,Beerling_Clean_V3.pqi,10,350,450928.298,Ilmenite,100
job821_Glass_0.01.pqi,Beerling_Clean_V3.pqi,10,350,450928.298,Glass,0.01
job822_Glass_0.1.pqi,Beerling_Clean_V3.pqi,10,350,450928.298,Glass,0.1
job823_Glass_1.pqi,Beerling_Clean_V3.pqi,10,350,450928.298,Glass,1
job824_Glass_10.pqi,Beerling_Clean_V3.pqi,10,350,450928.298,Glass,10
job825_Glass_100.pqi,Beerling_Clean_V3.pqi,10,350,450928.298,Glass,100
job826_MikeSorghum_0.01.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,MikeSorghum,0.01
job827_MikeSorghum_0.1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,MikeSorghum,0.1
job828_MikeSorghum_1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,MikeSorghum,1
job829_MikeSorghum_10.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,MikeSorghum,10
job830_MikeSorghum_100.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,MikeSorghum,100
job831_Quartz_0.01.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Quartz,0.01
job832_Quartz_0.1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Quartz,0.1
job833_Quartz_1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Quartz,1
job834_Quartz_10.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Quartz,10
job835_Quartz_100.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Quartz,100
job836_Plagioclase_0.01.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Plagioclase,0.01
job837_Plagioclase_0.1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Plagioclase,0.1
job838_Plagioclase_1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Plagioclase,1
job839_Plagioclase_10.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Plagioclase,10
job840_Plagioclase_100.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Plagioclase,100
job841_Apatite_0.01.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Apatite,0.01
job842_Apatite_0.1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Apatite,0.1
job843_Apatite_1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Apatite,1
job844_Apatite_10.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Apatite,10
job845_Apatite_100.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Apatite,100
job846_Diopside_Mn_0.01.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Diopside_Mn,0.01
job847_Diopside_Mn_0.1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Diopside_Mn,0.1
job848_Diopside_Mn_1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Diopside_Mn,1
job849_Diopside_Mn_10.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Diopside_Mn,10
job850_Diopside_Mn_100.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Diopside_Mn,100
job851_Diopside_0.01.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Diopside,0.01
job852_Diopside_0.1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Diopside,0.1
job853_Diopside_1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Diopside,1
job854_Diopside_10.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Diopside,10
job855_Diopside_100.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Diopside,100
job856_Olivine_0.01.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Olivine,0.01
job857_Olivine_0.1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Olivine,0.1
job858_Olivine_1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Olivine,1
job859_Olivine_10.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Olivine,10
job860_Olivine_100.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Olivine,100
job861_Alkali-feldspar_0.01.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Alkali-feldspar,0.01
job862_Alkali-feldspar_0.1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Alkali-feldspar,0.1
job863_Alkali-feldspar_1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Alkali-feldspar,1
job864_Alkali-feldspar_10.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Alkali-feldspar,10
job865_Alkali-feldspar_100.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Alkali-feldspar,100
job866_Montmorillonite_0.01.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Montmorillonite,0.01
job867_Montmorillonite_0.1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Montmorillonite,0.1
job868_Montmorillonite_1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Montmorillonite,1
job869_Montmorillonite_10.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Montmorillonite,10
job870_Montmorillonite_100.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Montmorillonite,100
job871_Ilmenite_0.01.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Ilmenite,0.01
job872_Ilmenite_0.1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Ilmenite,0.1
job873_Ilmenite_1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Ilmenite,1
job874_Ilmenite_10.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Ilmenite,10
job875_Ilmenite_100.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Ilmenite,100
job876_Glass_0.01.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Glass,0.01
job877_Glass_0.1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Glass,0.1
job878_Glass_1.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Glass,1
job879_Glass_10.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Glass,10
job880_Glass_100.pqi,Beerling_Clean_V3.pqi,10,400,394562.261,Glass,100
job881_MikeSorghum_0.01.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,MikeSorghum,0.01
job882_MikeSorghum_0.1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,MikeSorghum,0.1
job883_MikeSorghum_1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,MikeSorghum,1
job884_MikeSorghum_10.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,MikeSorghum,10
job885_MikeSorghum_100.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,MikeSorghum,100
job886_Quartz_0.01.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Quartz,0.01
job887_Quartz_0.1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Quartz,0.1
job888_Quartz_1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Quartz,1
job889_Quartz_10.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Quartz,10
job890_Quartz_100.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Quartz,100
job891_Plagioclase_0.01.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Plagioclase,0.01
job892_Plagioclase_0.1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Plagioclase,0.1
job893_Plagioclase_1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Plagioclase,1
job894_Plagioclase_10.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Plagioclase,10
job895_Plagioclase_100.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Plagioclase,100
job896_Apatite_0.01.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Apatite,0.01
job897_Apatite_0.1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Apatite,0.1
job898_Apatite_1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Apatite,1
job899_Apatite_10.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Apatite,10
job900_Apatite_100.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Apatite,100
job901_Diopside_Mn_0.01.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Diopside_Mn,0.01
job902_Diopside_Mn_0.1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Diopside_Mn,0.1
job903_Diopside_Mn_1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Diopside_Mn,1
job904_Diopside_Mn_10.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Diopside_Mn,10
job905_Diopside_Mn_100.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Diopside_Mn,100
job906_Diopside_0.01.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Diopside,0.01
job907_Diopside_0.1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Diopside,0.1
job908_Diopside_1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Diopside,1
job909_Diopside_10.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Diopside,10
job910_Diopside_100.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Diopside,100
job911_Olivine_0.01.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Olivine,0.01
job912_Olivine_0.1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Olivine,0.1
job913_Olivine_1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Olivine,1
job914_Olivine_10.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Olivine,10
job915_Olivine_100.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Olivine,100
job916_Alkali-feldspar_0.01.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Alkali-feldspar,0.01
job917_Alkali-feldspar_0.1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Alkali-feldspar,0.1
job918_Alkali-feldspar_1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Alkali-feldspar,1
job919_Alkali-feldspar_10.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Alkali-feldspar,10
job920_Alkali-feldspar_100.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Alkali-feldspar,100
job921_Montmorillonite_0.01.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Montmorillonite,0.01
job922_Montmorillonite_0.1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Montmorillonite,0.1
job923_Montmorillonite_1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Montmorillonite,1
job924_Montmorillonite_10.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Montmorillonite,10
job925_Montmorillonite_100.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Montmorillonite,100
job926_Ilmenite_0.01.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Ilmenite,0.01
job927_Ilmenite_0.1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Ilmenite,0.1
job928_Ilmenite_1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Ilmenite,1
job929_Ilmenite_10.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Ilmenite,10
job930_Ilmenite_100.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Ilmenite,100
job931_Glass_0.01.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Glass,0.01
job932_Glass_0.1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Glass,0.1
job933_Glass_1.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Glass,1
job934_Glass_10.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Glass,10
job935_Glass_100.pqi,Beerling_Clean_V3.pqi,10,450,350722.010,Glass,100
job936_MikeSorghum_0.01.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,MikeSorghum,0.01
job937_MikeSorghum_0.1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,MikeSorghum,0.1
job938_MikeSorghum_1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,MikeSorghum,1
job939_MikeSorghum_10.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,MikeSorghum,10
job940_MikeSorghum_100.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,MikeSorghum,100
job941_Quartz_0.01.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Quartz,0.01
job942_Quartz_0.1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Quartz,0.1
job943_Quartz_1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Quartz,1
job944_Quartz_10.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Quartz,10
job945_Quartz_100.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Quartz,100
job946_Plagioclase_0.01.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Plagioclase,0.01
job947_Plagioclase_0.1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Plagioclase,0.1
job948_Plagioclase_1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Plagioclase,1
job949_Plagioclase_10.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Plagioclase,10
job950_Plagioclase_100.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Plagioclase,100
job951_Apatite_0.01.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Apatite,0.01
job952_Apatite_0.1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Apatite,0.1
job953_Apatite_1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Apatite,1
job954_Apatite_10.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Apatite,10
job955_Apatite_100.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Apatite,100
job956_Diopside_Mn_0.01.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Diopside_Mn,0.01
job957_Diopside_Mn_0.1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Diopside_Mn,0.1
job958_Diopside_Mn_1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Diopside_Mn,1
job959_Diopside_Mn_10.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Diopside_Mn,10
job960_Diopside_Mn_100.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Diopside_Mn,100
job961_Diopside_0.01.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Diopside,0.01
job962_Diopside_0.1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Diopside,0.1
job963_Diopside_1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Diopside,1
job964_Diopside_10.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Diopside,10
job965_Diopside_100.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Diopside,100
job966_Olivine_0.01.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Olivine,0.01
job967_Olivine_0.1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Olivine,0.1
job968_Olivine_1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Olivine,1
job969_Olivine_10.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Olivine,10
job970_Olivine_100.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Olivine,100
job971_Alkali-feldspar_0.01.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Alkali-feldspar,0.01
job972_Alkali-feldspar_0.1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Alkali-feldspar,0.1
job973_Alkali-feldspar_1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Alkali-feldspar,1
job974_Alkali-feldspar_10.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Alkali-feldspar,10
job975_Alkali-feldspar_100.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Alkali-feldspar,100
job976_Montmorillonite_0.01.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Montmorillonite,0.01
job977_Montmorillonite_0.1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Montmorillonite,0.1
job978_Montmorillonite_1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Montmorillonite,1
job979_Montmorillonite_10.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Montmorillonite,10
job980_Montmorillonite_100.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Montmorillonite,100
job981_Ilmenite_0.01.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Ilmenite,0.01
job982_Ilmenite_0.1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Ilmenite,0.1
job983_Ilmenite_1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Ilmenite,1
job984_Ilmenite_10.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Ilmenite,10
job985_Ilmenite_100.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Ilmenite,100
job986_Glass_0.01.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Glass,0.01
job987_Glass_0.1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Glass,0.1
job988_Glass_1.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Glass,1
job989_Glass_10.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Glass,10
job990_Glass_100.pqi,Beerling_Clean_V3.pqi,10,500,315649.809,Glass,100
job991_MikeSorghum_0.01.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,MikeSorghum,0.01
job992_MikeSorghum_0.1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,MikeSorghum,0.1
job993_MikeSorghum_1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,MikeSorghum,1
job994_MikeSorghum_10.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,MikeSorghum,10
job995_MikeSorghum_100.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,MikeSorghum,100
job996_Quartz_0.01.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Quartz,0.01
job997_Quartz_0.1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Quartz,0.1
job998_Quartz_1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Quartz,1
job999_Quartz_10.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Quartz,10
job1000_Quartz_100.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Quartz,100
job1001_Plagioclase_0.01.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Plagioclase,0.01
job1002_Plagioclase_0.1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Plagioclase,0.1
job1003_Plagioclase_1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Plagioclase,1
job1004_Plagioclase_10.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Plagioclase,10
job1005_Plagioclase_100.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Plagioclase,100
job1006_Apatite_0.01.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Apatite,0.01
job1007_Apatite_0.1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Apatite,0.1
job1008_Apatite_1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Apatite,1
job1009_Apatite_10.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Apatite,10
job1010_Apatite_100.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Apatite,100
job1011_Diopside_Mn_0.01.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Diopside_Mn,0.01
job1012_Diopside_Mn_0.1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Diopside_Mn,0.1
job1013_Diopside_Mn_1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Diopside_Mn,1
job1014_Diopside_Mn_10.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Diopside_Mn,10
job1015_Diopside_Mn_100.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Diopside_Mn,100
job1016_Diopside_0.01.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Diopside,0.01
job1017_Diopside_0.1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Diopside,0.1
job1018_Diopside_1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Diopside,1
job1019_Diopside_10.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Diopside,10
job1020_Diopside_100.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Diopside,100
job1021_Olivine_0.01.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Olivine,0.01
job1022_Olivine_0.1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Olivine,0.1
job1023_Olivine_1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Olivine,1
job1024_Olivine_10.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Olivine,10
job1025_Olivine_100.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Olivine,100
job1026_Alkali-feldspar_0.01.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Alkali-feldspar,0.01
job1027_Alkali-feldspar_0.1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Alkali-feldspar,0.1
job1028_Alkali-feldspar_1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Alkali-feldspar,1
job1029_Alkali-feldspar_10.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Alkali-feldspar,10
job1030_Alkali-feldspar_100.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Alkali-feldspar,100
job1031_Montmorillonite_0.01.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Montmorillonite,0.01
job1032_Montmorillonite_0.1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Montmorillonite,0.1
job1033_Montmorillonite_1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Montmorillonite,1
job1034_Montmorillonite_10.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Montmorillonite,10
job1035_Montmorillonite_100.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Montmorillonite,100
job1036_Ilmenite_0.01.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Ilmenite,0.01
job1037_Ilmenite_0.1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Ilmenite,0.1
job1038_Ilmenite_1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Ilmenite,1
job1039_Ilmenite_10.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Ilmenite,10
job1040_Ilmenite_100.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Ilmenite,100
job1041_Glass_0.01.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Glass,0.01
job1042_Glass_0.1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Glass,0.1
job1043_Glass_1.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Glass,1
job1044_Glass_10.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Glass,10
job1045_Glass_100.pqi,Beerling_Clean_V3.pqi,15,100,1578249.044,Glass,100
job1046_MikeSorghum_0.01.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,MikeSorghum,0.01
job1047_MikeSorghum_0.1.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,MikeSorghum,0.1
job1048_MikeSorghum_1.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,MikeSorghum,1
job1049_MikeSorghum_10.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,MikeSorghum,10
job1050_MikeSorghum_100.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,MikeSorghum,100
job1051_Quartz_0.01.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Quartz,0.01
job1052_Quartz_0.1.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Quartz,0.1
job1053_Quartz_1.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Quartz,1
job1054_Quartz_10.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Quartz,10
job1055_Quartz_100.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Quartz,100
job1056_Plagioclase_0.01.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Plagioclase,0.01
job1057_Plagioclase_0.1.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Plagioclase,0.1
job1058_Plagioclase_1.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Plagioclase,1
job1059_Plagioclase_10.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Plagioclase,10
job1060_Plagioclase_100.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Plagioclase,100
job1061_Apatite_0.01.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Apatite,0.01
job1062_Apatite_0.1.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Apatite,0.1
job1063_Apatite_1.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Apatite,1
job1064_Apatite_10.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Apatite,10
job1065_Apatite_100.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Apatite,100
job1066_Diopside_Mn_0.01.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Diopside_Mn,0.01
job1067_Diopside_Mn_0.1.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Diopside_Mn,0.1
job1068_Diopside_Mn_1.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Diopside_Mn,1
job1069_Diopside_Mn_10.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Diopside_Mn,10
job1070_Diopside_Mn_100.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Diopside_Mn,100
job1071_Diopside_0.01.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Diopside,0.01
job1072_Diopside_0.1.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Diopside,0.1
job1073_Diopside_1.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Diopside,1
job1074_Diopside_10.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Diopside,10
job1075_Diopside_100.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Diopside,100
job1076_Olivine_0.01.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Olivine,0.01
job1077_Olivine_0.1.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Olivine,0.1
job1078_Olivine_1.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Olivine,1
job1079_Olivine_10.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Olivine,10
job1080_Olivine_100.pqi,Beerling_Clean_V3.pqi,15,150,1052166.029,Olivine,100
